"node","source","0","123605","123605","und","0","613"
"node","source","0","123606","123606","und","0","600"
"node","source","0","123606","123606","und","1","1258"
"node","source","0","123606","123606","und","2","1270"
"node","source","0","123609","123609","und","0","1258"
"node","source","0","123610","123610","und","0","613"
"node","source","0","123611","123611","und","0","22294"
"node","source","0","123612","123612","und","0","600"
"node","source","0","123612","123612","und","1","1258"
"node","source","0","123613","123613","und","0","1258"
"node","source","0","123613","123613","und","1","14374"
"node","source","0","123613","123613","und","2","1270"
"node","source","0","123614","123614","und","0","613"
"node","source","0","123616","123616","und","0","600"
"node","source","0","123616","123616","und","1","1258"
"node","source","0","123616","123616","und","2","1270"
"node","source","0","123619","123619","und","0","613"
"node","source","0","123627","123627","und","0","1327"
"node","source","0","123631","123631","und","0","1214"
"node","source","0","123631","123631","und","1","1033"
"node","source","0","123631","123631","und","2","1258"
"node","source","0","123631","123631","und","3","1211"
"node","source","0","123631","123631","und","4","1270"
"node","source","0","123631","123631","und","5","1210"
"node","source","0","123633","123633","und","0","613"
"node","source","0","123636","123636","und","0","613"
"node","source","0","123641","123641","und","0","600"
"node","source","0","123641","123641","und","1","1033"
"node","source","0","123641","123641","und","2","1258"
"node","source","0","123641","123641","und","3","22294"
"node","source","0","123644","123644","und","0","613"
"node","source","0","123647","123647","und","0","1327"
"node","source","0","123648","123648","und","0","22294"
"node","source","0","123650","123650","und","0","34029"
"node","source","0","123657","123657","und","0","613"
"node","source","0","123657","123657","und","1","1270"
"node","source","0","123661","123661","und","0","600"
"node","source","0","123661","123661","und","1","1258"
"node","source","0","123664","123664","und","0","22294"
"node","source","0","123667","123667","und","0","11119"
"node","source","0","123667","123667","und","1","3097"
"node","source","0","123667","123667","und","2","18622"
"node","source","0","123667","123667","und","3","1258"
"node","source","0","123667","123667","und","4","1211"
"node","source","0","123667","123667","und","5","18621"
"node","source","0","123670","123670","und","0","600"
"node","source","0","123670","123670","und","1","1270"
"node","source","0","123670","123670","und","2","613"
"node","source","0","123672","123672","und","0","1327"
"node","source","0","123672","123672","und","1","1270"
"node","source","0","123688","123688","und","0","22294"
"node","source","0","123689","123689","und","0","22294"
